0,-9.994507,183.4869
.01,-16.4032,312.8815
.02,-18.31055,434.1125
.03,-19.07349,491.9434
.04,-15.48767,485.6873
.05,-6.332397,438.4613
.06,3.509521,364.151
.07,4.730225,284.9579
.08,-7.553101,216.5222
.09,-21.82007,142.2119
.1,-25.63477,69.58008
.11,-20.1416,47.22595
.12,-.1525879,82.09229
.13,23.9563,178.7567
.14,41.12244,291.3666
.15,42.64832,377.8839
.16,35.2478,413.8184
.17,22.88818,381.1646
.18,8.926392,307.3883
.19,-4.119873,196.3806
.2,-10.29968,84.76257
.21,-14.49585,17.16614
.22,-19.91272,-52.49023
.23,-21.97266,-119.5526
.24,-18.61572,-140.9912
.25,-8.69751,-96.74072
.26,-1.373291,-7.019043
.27,-9.078979,101.6998
.28,-23.19336,189.743
.29,-39.13879,233.3832
.3,-40.51208,222.702
.31,-28.15247,168.2281
.32,-.6103516,92.16309
.33,32.11975,27.92358
.34,54.32129,-20.90454
.35,59.66187,-49.51477
.36,58.05969,-81.8634
.37,45.47119,-132.1411
.38,25.40588,-151.4435
.39,12.66479,-108.2611
.4,-4.882813,-9.155273
.41,-20.75195,105.8197
.42,-32.65381,196.8384
.43,-37.46033,226.2878
.44,-30.2124,192.337
.45,-16.78467,128.3264
.46,-12.20703,70.11414
.47,-16.86096,20.90454
.48,-26.85547,-17.01355
.49,-25.55847,-44.70825
.5,-13.65662,-98.11401
.51,9.460449,-162.9639
.52,36.31592,-199.7375
.53,52.948,-178.2227
.54,53.55835,-100.6317
.55,44.32678,.1525879
.56,28.83911,89.64539
.57,8.31604,142.5171
.58,-7.095337,151.1383
.59,-19.91272,127.4872
.6,-31.43311,82.62634
.61,-40.05432,34.79004
.62,-37.38403,-4.959106
.63,-24.71924,-37.68921
.64,-9.155273,-62.56104
.65,-.4577637,-106.6589
.66,-3.356934,-176.6968
.67,-14.87732,-260.0861
.68,-18.99719,-332.7942
.69,-8.087158,-371.0938
.7,12.13074,-333.0994
.71,31.81458,-240.4022
.72,42.72461,-119.4763
.73,43.18237,-2.593994
.74,36.31592,77.43835
.75,22.88818,103.6072
.76,7.324219,77.66724
.77,-8.087158,17.47131
.78,-16.25061,-46.23413
.79,-24.94812,-107.0404
.8,-30.2887,-168.5333
.81,-31.05164,-247.345
.82,-22.58301,-339.8895
.83,-9.307861,-436.2488
.84,3.28064,-523.7579
.85,8.773804,-586.7767
.86,3.28064,-611.8011
.87,-7.858276,-591.3544
.88,-13.12256,-536.9568
.89,-9.994507,-460.6628
.9,4.730225,-378.4943
.91,26.39771,-312.6526
.92,36.84998,-270.3857
.93,35.70557,-258.3313
.94,28.30505,-273.7427
.95,18.15796,-327.8351
.96,5.187988,-407.0282
.97,-3.662109,-489.1968
.98,-10.14709,-533.2947
.99,-17.08984,-539.9323
1,-21.28601,-518.7988
1.01,-19.91272,-468.2159
1.02,-10.45227,-392.0746
1.03,2.5177,-309.2957
1.04,10.98633,-234.2224
1.05,2.212524,-166.0156
1.06,-14.03809,-128.2501
1.07,-24.79553,-151.6724
1.08,-22.04895,-200.3479
1.09,-7.095337,-259.3994
1.1,19.30237,-303.3447
1.11,38.52844,-290.6036
1.12,40.66467,-244.9799
1.13,29.98352,-188.3698
1.14,14.80103,-123.8251
1.15,-.3051758,-101.2421
1.16,-9.078979,-92.31567
1.17,-12.20703,-86.44104
1.18,-16.63208,-99.94507
1.19,-21.13342,-122.3755
1.2,-22.81189,-139.7705
1.21,-16.93726,-115.9668
1.22,-1.831055,-77.36206
1.23,8.926392,-44.02161
1.24,2.288818,-38.83362
1.25,-16.02173,-48.21777
1.26,-28.45764,-38.68103
1.27,-23.65112,-15.02991
1.28,-8.392334,9.002686
1.29,18.9209,23.9563
1.3,43.10608,23.57483
1.31,49.36218,14.19067
1.32,43.33496,-5.874634
1.33,29.44946,-36.92627
1.34,9.918213,-52.79541
1.35,-8.926392,-51.57471
1.36,-14.80103,-29.75464
1.37,-18.69202,1.907349
1.38,-23.42224,36.31592
1.39,-28.07617,66.98608
1.4,-25.86365,94.14673
1.41,-17.16614,119.2474
1.42,-6.17981,145.1111
1.43,-8.69751,172.0428
1.44,-21.05713,197.6776
1.45,-35.70557,214.4623
1.46,-33.41675,225.296
1.47,-12.28333,224.6094
1.48,15.94543,207.2906
1.49,44.17419,178.6804
1.5,59.66187,169.9066
1.51,56.61011,161.5906
1.52,40.43579,171.2036
1.53,15.64026,226.7456
1.54,-8.239746,329.4373
1.55,-18.00537,453.8727
1.56,-22.50671,557.0984
1.57,-28.07617,615.9973
1.58,-34.86633,623.0164
1.59,-36.5448,585.6323
1.6,-30.67017,518.5699
1.61,-16.55579,438.0035
1.62,-7.324219,338.5162
1.63,-10.45227,226.2115
1.64,-23.57483,138.7024
1.65,-30.2124,81.63452
1.66,-24.18518,91.17126
1.67,-4.653931,173.7976
1.68,27.08435,295.2576
1.69,58.05969,436.0962
1.7,71.18225,528.8696
1.71,69.42749,545.1202
1.72,47.9126,493.3167
1.73,21.3623,403.9001
1.74,-1.068115,299.6826
1.75,-13.19885,189.8193
1.76,-24.79553,83.00781
1.77,-33.64563,3.356934
1.78,-37.00256,-45.01343
1.79,-33.18787,-18.23425
1.8,-20.44678,68.20679
1.81,-12.13074,186.0046
1.82,-16.55579,306.1676
1.83,-27.771,388.1073
1.84,-34.56116,401.1536
1.85,-32.42493,350.7233
1.86,-12.20703,258.3313
1.87,21.59119,149.5361
1.88,58.05969,47.9126
1.89,73.16589,-22.04895
1.9,72.25037,-71.33484
1.91,54.1687,-94.98596
1.92,29.98352,-61.56921
1.93,7.93457,22.27783
1.94,.9155273,137.4054
1.95,-15.86914,242.157
1.96,-31.28052,299.2249
1.97,-44.93713,291.0614
1.98,-48.44666,229.4159
1.99,-38.98621,132.37
2,-25.10071,17.6239
2.01,-22.04895,-88.65356
2.02,-23.72742,-157.1655
2.03,-22.96448,-215.3778
2.04,-9.841919,-231.6284
2.05,14.41956,-162.735
2.06,40.51208,-32.50122
2.07,64.62097,125.1984
2.08,70.80078,246.7346
2.09,60.4248,293.9606
2.1,35.40039,274.6582
2.11,6.561279,206.5277
2.12,-13.96179,114.5172
2.13,-28.30505,45.62378
2.14,-38.83362,-5.569458
2.15,-48.52295,-48.44666
2.16,-53.02429,-85.14404
2.17,-43.64014,-124.3591
2.18,-27.6947,-134.964
2.19,-16.70837,-101.4709
2.2,-15.64026,-35.09521
2.21,-23.19336,52.49023
